"Sample No.","Charecteristic","Charecteristic desc.","COA approval time stamp","Plant","Material desc.","Quantitative result","Ranged quantitative result","Separated results","Qualitative results","Catalog"
"SGNZ-23-10178","","","11/07/2023 12:32:52","","","","","","",""
